PeakID (cmd=annotatePeaks.pl consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_1655	XV	431760	432055	+	0	NA	promoter-TSS (YOR056C)	protein_coding-promoter-TSS (YOR056C)	-279	YOR057W	YOR057W	YOR057W			SGT1			protein_coding
Interval_791	VII	677386	678563	+	0	NA	promoter-TSS (YGR097W)	protein_coding-promoter-TSS (YGR097W)	-721	YGR097W	YGR097W	YGR097W			ASK10			protein_coding
Interval_399	IV	1129331	1129603	+	0	NA	promoter-TSS (YDR331W)	protein_coding-promoter-TSS (YDR331W)	-121	YDR331W	YDR331W	YDR331W			GPI8			protein_coding
Interval_1263	XII	650881	651276	+	0	NA	promoter-TSS (YLR256W-A)	protein_coding-promoter-TSS (YLR256W-A)	-39	YLR256W-A	YLR256W-A	YLR256W-A			YLR256W-A			protein_coding
Interval_592	V	266135	266334	+	0	NA	promoter-TSS (YER055C)	protein_coding-promoter-TSS (YER055C)	-449	YER055C	YER055C	YER055C			HIS1			protein_coding
Interval_1648	XV	391299	392059	+	0	NA	promoter-TSS (YOR032C)	protein_coding-promoter-TSS (YOR032C)	-497	YOR032W-A	YOR032W-A	YOR032W-A			YOR032W-A			protein_coding
Interval_1534	XIV	440682	441300	+	0	NA	promoter-TSS (YNL097C-B)	protein_coding-promoter-TSS (YNL097C-B)	-72	YNL097C-B	YNL097C-B	YNL097C-B			YNL097C-B			protein_coding
Interval_8	I	48306	48697	+	0	NA	promoter-TSS (YAL051W)	protein_coding-promoter-TSS (YAL051W)	-63	YAL051W	YAL051W	YAL051W			OAF1			protein_coding
Interval_1282	XII	783489	784794	+	0	NA	promoter-TSS (YLR327C)	protein_coding-promoter-TSS (YLR327C)	-213	tS(GCU)L	tS(GCU)L	tS(GCU)L			tS(GCU)L			tRNA
Interval_875	VIII	103841	104181	+	0	NA	promoter-TSS (YHL001W)	protein_coding-promoter-TSS (YHL001W)	-266	YHL001W	YHL001W	YHL001W			RPL14B			protein_coding
Interval_797	VII	732732	733819	+	0	NA	promoter-TSS (YGR121C)	protein_coding-promoter-TSS (YGR121C)	-137	YGR121W-A	YGR121W-A	YGR121W-A			YGR121W-A			protein_coding
Interval_642	V	558630	559376	+	0	NA	promoter-TSS (YER184C)	protein_coding-promoter-TSS (YER184C)	-323	YER184C	YER184C	YER184C			TOG1			protein_coding
Interval_1690	XV	656776	657120	+	0	NA	promoter-TSS (YOR173W)	protein_coding-promoter-TSS (YOR173W)	-316	YOR173W	YOR173W	YOR173W			DCS2			protein_coding
Interval_1055	X	646526	647391	+	0	NA	promoter-TSS (YJR119C)	protein_coding-promoter-TSS (YJR119C)	-168	YJR120W	YJR120W	YJR120W			YJR120W			protein_coding
Interval_989	X	265224	265767	+	0	NA	promoter-TSS (YJL089W)	protein_coding-promoter-TSS (YJL089W)	-431	YJL089W	YJL089W	YJL089W			SIP4			protein_coding
Interval_1348	XIII	183813	184012	+	0	NA	promoter-TSS (YML045W)	protein_coding-promoter-TSS (YML045W)	56	tG(GCC)M	tG(GCC)M	tG(GCC)M			tG(GCC)M			tRNA
Interval_1261	XII	637749	639542	+	0	NA	exon (YLR249W, exon 1 of 1)	protein_coding-exon (YLR249W, exon 1 of 1)	-1672	YLR250W	YLR250W	YLR250W			SSP120			protein_coding
Interval_325	IV	628647	628958	+	0	NA	promoter-TSS (YDR091C)	protein_coding-promoter-TSS (YDR091C)	-268	YDR091C	YDR091C	YDR091C			RLI1			protein_coding
Interval_1417	XIII	600884	601545	+	0	NA	promoter-TSS (YMR169C)	protein_coding-promoter-TSS (YMR169C)	-342	YMR169C	YMR169C	YMR169C			ALD3			protein_coding
Interval_371	IV	974249	974448	+	0	NA	promoter-TSS (YDR258C)	protein_coding-promoter-TSS (YDR258C)	-105	YDR258C	YDR258C	YDR258C			HSP78			protein_coding
Interval_1306	XII	931700	932783	+	0	NA	promoter-TSS (YLR406C)	protein_coding-promoter-TSS (YLR406C)	114	YLR406C-A	YLR406C-A	YLR406C-A			YLR406C-A			protein_coding
Interval_297	IV	491027	491495	+	0	NA	promoter-TSS (YDR025W)	protein_coding-promoter-TSS (YDR025W)	244	YDR024W	YDR024W	YDR024W			FYV1			protein_coding
Interval_540	IX	427279	427686	+	0	NA	Intergenic	Intergenic	-2969	YIR038C	YIR038C	YIR038C			GTT1			protein_coding
Interval_1293	XII	837498	840152	+	0	NA	exon (YLR355C, exon 1 of 1)	protein_coding-exon (YLR355C, exon 1 of 1)	428	YLR355C	YLR355C	YLR355C			ILV5			protein_coding
Interval_231	IV	89736	90217	+	0	NA	promoter-TSS (YDL206W)	protein_coding-promoter-TSS (YDL206W)	-200	YDL206W	YDL206W	YDL206W			YDL206W			protein_coding
Interval_985	X	236262	237173	+	0	NA	promoter-TSS (YJL100W)	protein_coding-promoter-TSS (YJL100W)	-361	YJL101C	YJL101C	YJL101C			GSH1			protein_coding
Interval_1555	XIV	546636	547851	+	0	NA	promoter-TSS (YNL042W)	protein_coding-promoter-TSS (YNL042W)	130	YNL042W-B	YNL042W-B	YNL042W-B			YNL042W-B			protein_coding
Interval_623	V	434392	434685	+	0	NA	promoter-TSS (tH(GUG)E2)	tRNA-promoter-TSS (tH(GUG)E2)	74	tH(GUG)E2	tH(GUG)E2	tH(GUG)E2			tH(GUG)E2			tRNA
Interval_610	V	342435	343523	+	0	NA	promoter-TSS (YER091C)	protein_coding-promoter-TSS (YER091C)	124	YER092W	YER092W	YER092W			IES5			protein_coding
Interval_832	VII	922016	922440	+	0	NA	promoter-TSS (YGR215W)	protein_coding-promoter-TSS (YGR215W)	53	YGR215W	YGR215W	YGR215W			RSM27			protein_coding
Interval_487	IX	127783	127954	+	0	NA	promoter-TSS (YIL123W)	protein_coding-promoter-TSS (YIL123W)	-283	YIL123W	YIL123W	YIL123W			SIM1			protein_coding
Interval_992	X	291131	291475	+	0	NA	promoter-TSS (YJL079C)	protein_coding-promoter-TSS (YJL079C)	-529	YJL079C	YJL079C	YJL079C			PRY1			protein_coding
Interval_204	III	236278	237113	+	0	NA	promoter-TSS (YCR067C)	protein_coding-promoter-TSS (YCR067C)	-373	YCR067C	YCR067C	YCR067C			SED4			protein_coding
Interval_140	II	624792	625658	+	0	NA	promoter-TSS (YBR201C-A)	protein_coding-promoter-TSS (YBR201C-A)	-529	YBR201C-A	YBR201C-A	YBR201C-A			YBR201C-A			protein_coding
Interval_1610	XV	94385	94751	+	0	NA	promoter-TSS (YOL120C)	protein_coding-promoter-TSS (YOL120C)	-166	YOL120C	YOL120C	YOL120C			RPL18A			protein_coding
Interval_1799	XVI	281532	282071	+	0	NA	promoter-TSS (YPL143W)	protein_coding-promoter-TSS (YPL143W)	-284	snR17b	snR17b	snR17b			snR17b			snoRNA
Interval_588	V	248156	248399	+	0	NA	promoter-TSS (YER048C)	protein_coding-promoter-TSS (YER048C)	-120	YER048C	YER048C	YER048C			CAJ1			protein_coding
Interval_555	V	68733	70314	+	0	NA	promoter-TSS (YEL043W)	protein_coding-promoter-TSS (YEL043W)	-234	YEL044W	YEL044W	YEL044W			IES6			protein_coding
Interval_578	V	191862	192479	+	0	NA	promoter-TSS (YER017C)	protein_coding-promoter-TSS (YER017C)	-382	YER017C	YER017C	YER017C			AFG3			protein_coding
Interval_1096	XI	163837	165165	+	0	NA	promoter-TSS (YKL152C)	protein_coding-promoter-TSS (YKL152C)	-116	YKL152C	YKL152C	YKL152C			GPM1			protein_coding
Interval_417	IV	1226365	1226849	+	0	NA	promoter-TSS (YDR375C)	protein_coding-promoter-TSS (YDR375C)	-71	YDR375C	YDR375C	YDR375C			BCS1			protein_coding
Interval_1724	XV	898594	898998	+	0	NA	promoter-TSS (YOR310C)	protein_coding-promoter-TSS (YOR310C)	-436	YOR310C	YOR310C	YOR310C			NOP58			protein_coding
Interval_1098	XI	171380	172323	+	0	NA	promoter-TSS (YKL146W)	protein_coding-promoter-TSS (YKL146W)	68	YKL146W	YKL146W	YKL146W			AVT3			protein_coding
Interval_1291	XII	827892	828698	+	0	NA	promoter-TSS (YLR348C)	protein_coding-promoter-TSS (YLR348C)	-422	YLR348C	YLR348C	YLR348C			DIC1			protein_coding
Interval_1269	XII	677625	678077	+	0	NA	promoter-TSS (YLR266C)	protein_coding-promoter-TSS (YLR266C)	-127	YLR266C	YLR266C	YLR266C			PDR8			protein_coding
Interval_174	III	51930	52672	+	0	NA	promoter-TSS (YCL039W)	protein_coding-promoter-TSS (YCL039W)	-344	YCL039W	YCL039W	YCL039W			GID7			protein_coding
Interval_1111	XI	230103	231755	+	0	NA	Intergenic	Intergenic	-1049	YKL110C	YKL110C	YKL110C			KTI12			protein_coding
Interval_714	VII	165017	166722	+	0	NA	promoter-TSS (YGL179C)	protein_coding-promoter-TSS (YGL179C)	-778	YGL179C	YGL179C	YGL179C			TOS3			protein_coding
Interval_334	IV	690343	690969	+	0	NA	promoter-TSS (YDR119W-A)	protein_coding-promoter-TSS (YDR119W-A)	-358	YDR119W-A	YDR119W-A	YDR119W-A			COX26			protein_coding
Interval_1121	XI	308056	309111	+	0	NA	promoter-TSS (YKL068W-A)	protein_coding-promoter-TSS (YKL068W-A)	-366	tV(AAC)K1	tV(AAC)K1	tV(AAC)K1			tV(AAC)K1			tRNA
Interval_849	VII	1022024	1022625	+	0	NA	promoter-TSS (YGR264C)	protein_coding-promoter-TSS (YGR264C)	-332	YGR266W	YGR266W	YGR266W			YGR266W			protein_coding
Interval_1583	XIV	713181	713845	+	0	NA	TTS (YNR048W)	protein_coding-TTS (YNR048W)	142	YNR049C	YNR049C	YNR049C			MSO1			protein_coding
Interval_586	V	238261	238898	+	0	NA	promoter-TSS (YER044C)	protein_coding-promoter-TSS (YER044C)	-563	YER044C	YER044C	YER044C			ERG28			protein_coding
Interval_945	VIII	521592	522119	+	0	NA	promoter-TSS (YHR210C)	protein_coding-promoter-TSS (YHR210C)	-118	YHR210C	YHR210C	YHR210C			YHR210C			protein_coding
Interval_1611	XV	103870	104191	+	0	NA	promoter-TSS (YOL113W)	protein_coding-promoter-TSS (YOL113W)	-105	YOL114C	YOL114C	YOL114C			YOL114C			protein_coding
Interval_528	IX	360206	360742	+	0	NA	promoter-TSS (YIR002C)	protein_coding-promoter-TSS (YIR002C)	-78	YIR002C	YIR002C	YIR002C			MPH1			protein_coding
Interval_29	I	182276	182665	+	0	NA	TTS (tS(AGA)A)	tRNA-TTS (tS(AGA)A)	133	tS(AGA)A	tS(AGA)A	tS(AGA)A			tS(AGA)A			tRNA
Interval_1843	XVI	586025	587551	+	0	NA	TTS (YPR014C)	protein_coding-TTS (YPR014C)	730	YPR014C	YPR014C	YPR014C			YPR014C			protein_coding
Interval_1802	XVI	296486	297432	+	0	NA	promoter-TSS (YPL135W)	protein_coding-promoter-TSS (YPL135W)	-312	YPL137C	YPL137C	YPL137C			GIP3			protein_coding
Interval_422	IV	1242204	1243133	+	0	NA	promoter-TSS (YDR384C)	protein_coding-promoter-TSS (YDR384C)	-562	YDR385W	YDR385W	YDR385W			EFT2			protein_coding
Interval_431	IV	1288984	1289548	+	0	NA	promoter-TSS (YDR408C)	protein_coding-promoter-TSS (YDR408C)	-140	YDR409W	YDR409W	YDR409W			SIZ1			protein_coding
Interval_1345	XIII	167150	167931	+	0	NA	promoter-TSS (YML054C)	protein_coding-promoter-TSS (YML054C)	-232	YML054C	YML054C	YML054C			CYB2			protein_coding
Interval_1626	XV	238477	238676	+	0	NA	promoter-TSS (YOL049W)	protein_coding-promoter-TSS (YOL049W)	-43	YOL049W	YOL049W	YOL049W			GSH2			protein_coding
Interval_218	IV	42384	43399	+	0	NA	promoter-TSS (YDL231C)	protein_coding-promoter-TSS (YDL231C)	191	YDL230W	YDL230W	YDL230W			PTP1			protein_coding
Interval_1398	XIII	472542	473409	+	0	NA	promoter-TSS (YMR102C)	protein_coding-promoter-TSS (YMR102C)	289	YMR103C	YMR103C	YMR103C			YMR103C			protein_coding
Interval_774	VII	561634	561909	+	0	NA	promoter-TSS (tS(AGA)G)	tRNA-promoter-TSS (tS(AGA)G)	-28	tS(AGA)G	tS(AGA)G	tS(AGA)G			tS(AGA)G			tRNA
Interval_749	VII	412150	413680	+	0	NA	promoter-TSS (tV(AAC)G1)	tRNA-promoter-TSS (tV(AAC)G1)	-548	tV(AAC)G1	tV(AAC)G1	tV(AAC)G1			tV(AAC)G1			tRNA
Interval_1230	XII	444840	445199	+	0	NA	promoter-TSS (YLR152C)	protein_coding-promoter-TSS (YLR152C)	-331	YLR152C	YLR152C	YLR152C			YLR152C			protein_coding
Interval_523	IX	332627	333605	+	0	NA	promoter-TSS (YIL011W)	protein_coding-promoter-TSS (YIL011W)	105	YIL012W	YIL012W	YIL012W			YIL012W			protein_coding
Interval_1807	XVI	328958	329292	+	0	NA	promoter-TSS (YPL116W)	protein_coding-promoter-TSS (YPL116W)	-395	YPL117C	YPL117C	YPL117C			IDI1			protein_coding
Interval_990	X	268438	268846	+	0	NA	promoter-TSS (YJL088W)	protein_coding-promoter-TSS (YJL088W)	-157	YJL088W	YJL088W	YJL088W			ARG3			protein_coding
Interval_820	VII	850606	851168	+	0	NA	promoter-TSS (YGR177C)	protein_coding-promoter-TSS (YGR177C)	-451	YGR177C	YGR177C	YGR177C			ATF2			protein_coding
Interval_1248	XII	553346	554477	+	0	NA	promoter-TSS (YLR205C)	protein_coding-promoter-TSS (YLR205C)	-234	YLR205C	YLR205C	YLR205C			HMX1			protein_coding
Interval_1813	XVI	373293	373492	+	0	NA	promoter-TSS (YPL092W)	protein_coding-promoter-TSS (YPL092W)	-401	YPL092W	YPL092W	YPL092W			SSU1			protein_coding
Interval_298	IV	501092	501733	+	0	NA	promoter-TSS (YDR028C)	protein_coding-promoter-TSS (YDR028C)	312	YDR029W	YDR029W	YDR029W			YDR029W			protein_coding
Interval_1397	XIII	465650	465966	+	0	NA	promoter-TSS (YMR099C)	protein_coding-promoter-TSS (YMR099C)	-492	YMR100W	YMR100W	YMR100W			MUB1			protein_coding
Interval_1705	XV	761491	762701	+	0	NA	promoter-TSS (YOR224C)	protein_coding-promoter-TSS (YOR224C)	-12	YOR226C	YOR226C	YOR226C			ISU2			protein_coding
Interval_373	IV	992763	993283	+	0	NA	promoter-TSS (YDR261C-C)	protein_coding-promoter-TSS (YDR261C-C)	-111	YDR262W	YDR262W	YDR262W			YDR262W			protein_coding
Interval_1490	XIV	116308	117067	+	0	NA	promoter-TSS (YNL277W)	protein_coding-promoter-TSS (YNL277W)	8	YNL277W-A	YNL277W-A	YNL277W-A			YNL277W-A			protein_coding
Interval_1235	XII	489398	491082	+	0	NA	promoter-TSS (YLR162W-A)	protein_coding-promoter-TSS (YLR162W-A)	-166	YLR162W-A	YLR162W-A	YLR162W-A			RRT15			protein_coding
Interval_359	IV	907064	907593	+	0	NA	promoter-TSS (YDR219C)	protein_coding-promoter-TSS (YDR219C)	-2	YDR221W	YDR221W	YDR221W			GTB1			protein_coding
Interval_829	VII	904915	905907	+	0	NA	promoter-TSS (YGR202C)	protein_coding-promoter-TSS (YGR202C)	174	YGR203W	YGR203W	YGR203W			YCH1			protein_coding
Interval_1349	XIII	192080	192524	+	0	NA	promoter-TSS (YML042W)	protein_coding-promoter-TSS (YML042W)	-486	YML042W	YML042W	YML042W			CAT2			protein_coding
Interval_1643	XV	357253	357569	+	0	NA	promoter-TSS (YOR014W)	protein_coding-promoter-TSS (YOR014W)	-263	YOR014W	YOR014W	YOR014W			RTS1			protein_coding
Interval_397	IV	1125907	1126310	+	0	NA	promoter-TSS (YDR328C)	protein_coding-promoter-TSS (YDR328C)	-90	YDR328C	YDR328C	YDR328C			SKP1			protein_coding
Interval_679	VI	233720	233936	+	0	NA	promoter-TSS (YFR039C)	protein_coding-promoter-TSS (YFR039C)	-284	YFR039C	YFR039C	YFR039C			OSW7			protein_coding
Interval_491	IX	150116	150624	+	0	NA	promoter-TSS (YIL113W)	protein_coding-promoter-TSS (YIL113W)	-189	YIL113W	YIL113W	YIL113W			SDP1			protein_coding
Interval_1239	XII	504027	504806	+	0	NA	promoter-TSS (YLR174W)	protein_coding-promoter-TSS (YLR174W)	-175	YLR174W	YLR174W	YLR174W			IDP2			protein_coding
Interval_464	IV	1493218	1493444	+	0	NA	promoter-TSS (snR84)	snoRNA-promoter-TSS (snR84)	-305	snR84	snR84	snR84			snR84			snoRNA
Interval_796	VII	726483	726967	+	0	NA	promoter-TSS (YGR117C)	protein_coding-promoter-TSS (YGR117C)	-246	YGR117C	YGR117C	YGR117C			YGR117C			protein_coding
Interval_1676	XV	558696	558895	+	0	NA	promoter-TSS (YOR124C)	protein_coding-promoter-TSS (YOR124C)	-153	YOR124C	YOR124C	YOR124C			UBP2			protein_coding
Interval_1350	XIII	195826	196409	+	0	NA	promoter-TSS (YML039W)	protein_coding-promoter-TSS (YML039W)	53	tP(UGG)M	tP(UGG)M	tP(UGG)M			SUF7			tRNA
Interval_159	II	741106	741350	+	0	NA	promoter-TSS (YBR266C)	protein_coding-promoter-TSS (YBR266C)	-71	YBR268W	YBR268W	YBR268W			MRPL37			protein_coding
Interval_196	III	177636	179347	+	0	NA	promoter-TSS (YCR031C)	protein_coding-promoter-TSS (YCR031C)	-271	YCR031C	YCR031C	YCR031C			RPS14A			protein_coding
Interval_1103	XI	202980	203494	+	0	NA	promoter-TSS (YKL127W)	protein_coding-promoter-TSS (YKL127W)	238	tK(CUU)K	tK(CUU)K	tK(CUU)K			tK(CUU)K			tRNA
Interval_1117	XI	296162	296482	+	0	NA	promoter-TSS (YKL073W)	protein_coding-promoter-TSS (YKL073W)	-108	YKL073W	YKL073W	YKL073W			LHS1			protein_coding
Interval_1252	XII	585958	586330	+	0	NA	promoter-TSS (YLR223C)	protein_coding-promoter-TSS (YLR223C)	-320	YLR224W	YLR224W	YLR224W			YLR224W			protein_coding
Interval_975	X	181347	181839	+	0	NA	TTS (YJL127C)	protein_coding-TTS (YJL127C)	116	YJL127C-B	YJL127C-B	YJL127C-B			YJL127C-B			protein_coding
Interval_281	IV	407493	407697	+	0	NA	promoter-TSS (YDL025C)	protein_coding-promoter-TSS (YDL025C)	-389	YDL025C	YDL025C	YDL025C			RTK1			protein_coding
Interval_839	VII	958484	959746	+	0	NA	promoter-TSS (YGR233C)	protein_coding-promoter-TSS (YGR233C)	-789	YGR234W	YGR234W	YGR234W			YHB1			protein_coding
Interval_1244	XII	534394	534775	+	0	NA	promoter-TSS (YLR189C)	protein_coding-promoter-TSS (YLR189C)	-191	YLR189C	YLR189C	YLR189C			ATG26			protein_coding
Interval_1027	X	525733	526979	+	0	NA	promoter-TSS (YJR047C)	protein_coding-promoter-TSS (YJR047C)	21	YJR048W	YJR048W	YJR048W			CYC1			protein_coding
Interval_704	VII	121883	122592	+	0	NA	promoter-TSS (tK(CUU)G1)	tRNA-promoter-TSS (tK(CUU)G1)	-32	tK(CUU)G1	tK(CUU)G1	tK(CUU)G1			tK(CUU)G1			tRNA
Interval_1395	XIII	453612	453838	+	0	NA	promoter-TSS (YMR092C)	protein_coding-promoter-TSS (YMR092C)	-246	YMR092C	YMR092C	YMR092C			AIP1			protein_coding
Interval_786	VII	650657	651507	+	0	NA	promoter-TSS (YGR086C)	protein_coding-promoter-TSS (YGR086C)	-465	YGR086C	YGR086C	YGR086C			PIL1			protein_coding
Interval_575	V	162518	162791	+	0	NA	promoter-TSS (YER006W)	protein_coding-promoter-TSS (YER006W)	-69	YER006W	YER006W	YER006W			NUG1			protein_coding
Interval_1498	XIV	209773	210362	+	0	NA	promoter-TSS (YNL234W)	protein_coding-promoter-TSS (YNL234W)	-88	YNL235C	YNL235C	YNL235C			YNL235C			protein_coding
Interval_1591	XIV	783436	784308	+	0	NA	promoter-TSS (YNR077C)	protein_coding-promoter-TSS (YNR077C)	-331	YNR077C	YNR077C	YNR077C			YNR077C			protein_coding
Interval_790	VII	671928	672136	+	0	NA	promoter-TSS (YGR094W)	protein_coding-promoter-TSS (YGR094W)	-154	YGR094W	YGR094W	YGR094W			VAS1			protein_coding
Interval_1755	XVI	6542	6915	+	0	NA	promoter-TSS (YPL283C)	protein_coding-promoter-TSS (YPL283C)	-721	YPL283C	YPL283C	YPL283C			YRF1-7			protein_coding
Interval_401	IV	1140555	1140763	+	0	NA	promoter-TSS (YDR335W)	protein_coding-promoter-TSS (YDR335W)	-509	YDR335W	YDR335W	YDR335W			MSN5			protein_coding
Interval_884	VIII	146175	146411	+	0	NA	promoter-TSS (tA(AGC)H)	tRNA-promoter-TSS (tA(AGC)H)	21	tA(AGC)H	tA(AGC)H	tA(AGC)H			tA(AGC)H			tRNA
Interval_815	VII	828242	828943	+	0	NA	promoter-TSS (YGR164W)	protein_coding-promoter-TSS (YGR164W)	-33	YGR164W	YGR164W	YGR164W			YGR164W			protein_coding
Interval_1450	XIII	831451	832465	+	0	NA	promoter-TSS (YMR280C)	protein_coding-promoter-TSS (YMR280C)	-381	YMR281W	YMR281W	YMR281W			GPI12			protein_coding
Interval_587	V	241943	243057	+	0	NA	promoter-TSS (YER045C)	protein_coding-promoter-TSS (YER045C)	-680	YER046W	YER046W	YER046W			SPO73			protein_coding
Interval_1549	XIV	507324	507704	+	0	NA	promoter-TSS (YNL063W)	protein_coding-promoter-TSS (YNL063W)	-244	YNL063W	YNL063W	YNL063W			MTQ1			protein_coding
Interval_1158	XI	558364	559727	+	0	NA	promoter-TSS (YKR062W)	protein_coding-promoter-TSS (YKR062W)	321	snR42	snR42	snR42			snR42			snoRNA
Interval_241	IV	145437	145627	+	0	NA	promoter-TSS (YDL175C)	protein_coding-promoter-TSS (YDL175C)	-14	YDL175C	YDL175C	YDL175C			AIR2			protein_coding
Interval_658	VI	90273	91005	+	0	NA	promoter-TSS (YFL023W)	protein_coding-promoter-TSS (YFL023W)	-294	YFL024C	YFL024C	YFL024C			EPL1			protein_coding
Interval_641	V	552391	552674	+	0	NA	promoter-TSS (YER181C)	protein_coding-promoter-TSS (YER181C)	7	YER182W	YER182W	YER182W			FMP10			protein_coding
Interval_1288	XII	818543	819356	+	0	NA	promoter-TSS (YLR344W)	protein_coding-promoter-TSS (YLR344W)	340	tR(CCG)L	tR(CCG)L	tR(CCG)L			TRR4			tRNA
Interval_1829	XVI	481923	482434	+	0	NA	promoter-TSS (YPL036W)	protein_coding-promoter-TSS (YPL036W)	-277	YPL037C	YPL037C	YPL037C			EGD1			protein_coding
Interval_291	IV	462510	462745	+	0	NA	promoter-TSS (YDR008C)	protein_coding-promoter-TSS (YDR008C)	-25	YDR008C	YDR008C	YDR008C			YDR008C			protein_coding
Interval_112	II	454228	454928	+	0	NA	promoter-TSS (YBR107C)	protein_coding-promoter-TSS (YBR107C)	-48	YBR107C	YBR107C	YBR107C			IML3			protein_coding
Interval_1570	XIV	631328	632815	+	0	NA	promoter-TSS (tN(GUU)N2)	tRNA-promoter-TSS (tN(GUU)N2)	-154	tP(AGG)N	tP(AGG)N	tP(AGG)N			SUF10			tRNA
Interval_255	IV	230689	230995	+	0	NA	promoter-TSS (YDL129W)	protein_coding-promoter-TSS (YDL129W)	-182	YDL129W	YDL129W	YDL129W			YDL129W			protein_coding
Interval_185	III	127649	127930	+	0	NA	promoter-TSS (YCR008W)	protein_coding-promoter-TSS (YCR008W)	73	tN(GUU)C	tN(GUU)C	tN(GUU)C			tN(GUU)C			tRNA
Interval_1495	XIV	174576	174982	+	0	NA	promoter-TSS (YNL250W)	protein_coding-promoter-TSS (YNL250W)	-464	YNL251C	YNL251C	YNL251C			NRD1			protein_coding
Interval_437	IV	1325212	1325449	+	0	NA	promoter-TSS (YDR429C)	protein_coding-promoter-TSS (YDR429C)	-29	YDR429C	YDR429C	YDR429C			TIF35			protein_coding
Interval_564	V	117478	118241	+	0	NA	promoter-TSS (YEL020C-B)	protein_coding-promoter-TSS (YEL020C-B)	176	RPR1	RPR1	RPR1			RPR1			ncRNA
Interval_535	IX	394859	395184	+	0	NA	promoter-TSS (PWR1)	ncRNA-promoter-TSS (PWR1)	104	YIR020W-A	YIR020W-A	YIR020W-A			YIR020W-A			protein_coding
Interval_1603	XV	58505	58769	+	0	NA	promoter-TSS (YOL140W)	protein_coding-promoter-TSS (YOL140W)	-122	YOL140W	YOL140W	YOL140W			ARG8			protein_coding
Interval_339	IV	750849	751429	+	0	NA	promoter-TSS (YDR146C)	protein_coding-promoter-TSS (YDR146C)	-397	YDR146C	YDR146C	YDR146C			SWI5			protein_coding
Interval_907	VIII	280164	281462	+	0	NA	promoter-TSS (YHR087W)	protein_coding-promoter-TSS (YHR087W)	-7	YHR087W	YHR087W	YHR087W			RTC3			protein_coding
Interval_1086	XI	125388	125672	+	0	NA	promoter-TSS (YKL172W)	protein_coding-promoter-TSS (YKL172W)	-229	YKL172W	YKL172W	YKL172W			EBP2			protein_coding
Interval_4	I	32440	33587	+	0	NA	promoter-TSS (YAL061W)	protein_coding-promoter-TSS (YAL061W)	-435	YAL061W	YAL061W	YAL061W			BDH2			protein_coding
Interval_1511	XIV	295665	295957	+	0	NA	promoter-TSS (YNL183C)	protein_coding-promoter-TSS (YNL183C)	-302	YNL183C	YNL183C	YNL183C			NPR1			protein_coding
Interval_1849	XVI	619208	620089	+	0	NA	TTS (YPR026W)	protein_coding-TTS (YPR026W)	1610	YPR027C	YPR027C	YPR027C			YPR027C			protein_coding
Interval_38	II	28404	29192	+	0	NA	promoter-TSS (YBL101C)	protein_coding-promoter-TSS (YBL101C)	371	YBL100W-C	YBL100W-C	YBL100W-C			YBL100W-C			protein_coding
Interval_1307	XII	948266	948525	+	0	NA	promoter-TSS (YLR412W)	protein_coding-promoter-TSS (YLR412W)	27	YLR412W	YLR412W	YLR412W			BER1			protein_coding
Interval_597	V	284432	285069	+	0	NA	promoter-TSS (YER064C)	protein_coding-promoter-TSS (YER064C)	-528	YER064C	YER064C	YER064C			VHR2			protein_coding
Interval_25	I	154418	154631	+	0	NA	promoter-TSS (YAR003W)	protein_coding-promoter-TSS (YAR003W)	200	YAR002C-A	YAR002C-A	YAR002C-A			ERP1			protein_coding
Interval_723	VII	254110	254620	+	0	NA	promoter-TSS (YGL135W)	protein_coding-promoter-TSS (YGL135W)	-276	YGL135W	YGL135W	YGL135W			RPL1B			protein_coding
Interval_1165	XI	614083	615532	+	0	NA	promoter-TSS (YKR092C)	protein_coding-promoter-TSS (YKR092C)	-922	YKR092C	YKR092C	YKR092C			SRP40			protein_coding
Interval_845	VII	993801	994263	+	0	NA	promoter-TSS (YGR250C)	protein_coding-promoter-TSS (YGR250C)	-511	YGR250C	YGR250C	YGR250C			YGR250C			protein_coding
Interval_168	III	24116	24720	+	0	NA	promoter-TSS (YCL057C-A)	protein_coding-promoter-TSS (YCL057C-A)	-93	YCL057C-A	YCL057C-A	YCL057C-A			MIC10			protein_coding
Interval_18	I	108793	109033	+	0	NA	promoter-TSS (YAL023C)	protein_coding-promoter-TSS (YAL023C)	-362	YAL023C	YAL023C	YAL023C			PMT2			protein_coding
Interval_1651	XV	417870	418339	+	0	NA	promoter-TSS (YOR047C)	protein_coding-promoter-TSS (YOR047C)	-423	YOR047C	YOR047C	YOR047C			STD1			protein_coding
