PeakID (cmd=annotatePeaks.pl OSMOTIC_STRESS_T100_SE_REP1_peaks.broadPeak genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
OSMOTIC_STRESS_T100_SE_REP1_peak_945	XVI	450818	451432	+	23	NA	promoter-TSS (YPL058C)	protein_coding-promoter-TSS (YPL058C)	-748	YPL058C	YPL058C	YPL058C			PDR12			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_687	XIII	91072	91343	+	23	NA	promoter-TSS (YML091C)	protein_coding-promoter-TSS (YML091C)	202	YML089C	YML089C	YML089C			YML089C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_317	V	439204	439446	+	23	NA	promoter-TSS (YER135C)	protein_coding-promoter-TSS (YER135C)	-291	YER136W	YER136W	YER136W			GDI1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_311	V	414147	414387	+	23	NA	promoter-TSS (YER126C)	protein_coding-promoter-TSS (YER126C)	-88	YER126C	YER126C	YER126C			NSA2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_824	XV	70108	70317	+	23	NA	promoter-TSS (YOL133W)	protein_coding-promoter-TSS (YOL133W)	-113	YOL133W	YOL133W	YOL133W			HRT1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_511	X	354160	354489	+	23	NA	promoter-TSS (tY(GUA)J1)	tRNA-promoter-TSS (tY(GUA)J1)	80	tY(GUA)J1	tY(GUA)J1	tY(GUA)J1			SUP7			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_808	XIV	604852	605051	+	23	NA	promoter-TSS (YNL015W)	protein_coding-promoter-TSS (YNL015W)	-433	YNL015W	YNL015W	YNL015W			PBI2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_354	VI	269927	270161	+	23	NA	TTS (YFR057W)	protein_coding-TTS (YFR057W)	983	YFR057W	YFR057W	YFR057W			YFR057W			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_692	XIII	131640	131880	+	23	NA	promoter-TSS (YML071C)	protein_coding-promoter-TSS (YML071C)	136	tR(UCU)M2	tR(UCU)M2	tR(UCU)M2			tR(UCU)M2			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_96	III	142646	142878	+	23	NA	promoter-TSS (YCR015C)	protein_coding-promoter-TSS (YCR015C)	9	tG(GCC)C	tG(GCC)C	tG(GCC)C			SUF16			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_553	XI	82763	82963	+	23	NA	promoter-TSS (YKL190W)	protein_coding-promoter-TSS (YKL190W)	-84	YKL190W	YKL190W	YKL190W			CNB1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_343	VI	109939	110138	+	23	NA	promoter-TSS (YFL012W)	protein_coding-promoter-TSS (YFL012W)	-108	YFL013C	YFL013C	YFL013C			IES1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_946	XVI	453294	453887	+	23	NA	promoter-TSS (YPL057C)	protein_coding-promoter-TSS (YPL057C)	145	YPL056C	YPL056C	YPL056C			LCL1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_684	XIII	29912	30137	+	23	NA	promoter-TSS (YML119W)	protein_coding-promoter-TSS (YML119W)	-217	YML120C	YML120C	YML120C			NDI1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_710	XIII	334874	335128	+	23	NA	promoter-TSS (YMR031C)	protein_coding-promoter-TSS (YMR031C)	-258	YMR031C	YMR031C	YMR031C			EIS1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_464	VIII	175137	175403	+	23	NA	promoter-TSS (YHR032W-A)	protein_coding-promoter-TSS (YHR032W-A)	75	YHR032W-A	YHR032W-A	YHR032W-A			YHR032W-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_960	XVI	656560	656783	+	23	NA	promoter-TSS (YPR045C)	protein_coding-promoter-TSS (YPR045C)	-119	YPR045C	YPR045C	YPR045C			THP3			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_376	VII	306299	306505	+	23	NA	promoter-TSS (YGL106W)	protein_coding-promoter-TSS (YGL106W)	-129	YGL107C	YGL107C	YGL107C			RMD9			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_781	XIV	301213	302102	+	23	NA	promoter-TSS (YNL179C)	protein_coding-promoter-TSS (YNL179C)	-554	YNL179C	YNL179C	YNL179C			YNL179C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_897	XV	949442	949641	+	23	NA	promoter-TSS (YOR335C)	protein_coding-promoter-TSS (YOR335C)	-232	YOR336W	YOR336W	YOR336W			KRE5			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_48	II	341468	341955	+	23	NA	promoter-TSS (YBR053C)	protein_coding-promoter-TSS (YBR053C)	-960	YBR053C	YBR053C	YBR053C			YBR053C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_820	XV	55128	55682	+	23	NA	promoter-TSS (YOL142W)	protein_coding-promoter-TSS (YOL142W)	-153	YOL142W	YOL142W	YOL142W			RRP40			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_919	XVI	108343	108613	+	23	NA	promoter-TSS (YPL231W)	protein_coding-promoter-TSS (YPL231W)	-174	YPL231W	YPL231W	YPL231W			FAS2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_378	VII	319765	320011	+	23	NA	TTS (tH(GUG)G2)	tRNA-TTS (tH(GUG)G2)	107	tH(GUG)G2	tH(GUG)G2	tH(GUG)G2			tH(GUG)G2			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_941	XVI	404242	404688	+	23	NA	promoter-TSS (YPL081W)	protein_coding-promoter-TSS (YPL081W)	-382	YPL082C	YPL082C	YPL082C			MOT1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_968	XVI	769100	769299	+	23	NA	TTS (YPR118W)	protein_coding-TTS (YPR118W)	103	tK(UUU)P	tK(UUU)P	tK(UUU)P			tK(UUU)P			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_753	XIII	880567	880977	+	23	NA	promoter-TSS (YMR305C)	protein_coding-promoter-TSS (YMR305C)	-387	YMR306W	YMR306W	YMR306W			FKS3			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_549	XI	38327	38749	+	22	NA	promoter-TSS (YKL210W)	protein_coding-promoter-TSS (YKL210W)	-273	snR64	snR64	snR64			snR64			snoRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_150	IV	524745	525287	+	22	NA	promoter-TSS (YDR036C)	protein_coding-promoter-TSS (YDR036C)	-303	YDR036C	YDR036C	YDR036C			EHD3			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_172	IV	884425	884646	+	22	NA	promoter-TSS (YDR210C-C)	protein_coding-promoter-TSS (YDR210C-C)	174	tI(UAU)D	tI(UAU)D	tI(UAU)D			tI(UAU)D			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_933	XVI	309814	310135	+	22	NA	promoter-TSS (YPL126W)	protein_coding-promoter-TSS (YPL126W)	-236	YPL126W	YPL126W	YPL126W			NAN1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_645	XII	605037	605538	+	22	NA	promoter-TSS (YLR229C)	protein_coding-promoter-TSS (YLR229C)	145	tI(UAU)L	tI(UAU)L	tI(UAU)L			tI(UAU)L			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_956	XVI	627307	627679	+	22	NA	promoter-TSS (YPR029C)	protein_coding-promoter-TSS (YPR029C)	-387	YPR030W	YPR030W	YPR030W			CSR2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_821	XV	58505	58704	+	22	NA	promoter-TSS (YOL140W)	protein_coding-promoter-TSS (YOL140W)	-155	YOL140W	YOL140W	YOL140W			ARG8			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_114	IV	62275	62474	+	22	NA	promoter-TSS (YDL222C)	protein_coding-promoter-TSS (YDL222C)	363	YDL221W	YDL221W	YDL221W			YDL221W			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_938	XVI	370768	371024	+	22	NA	promoter-TSS (YPL093W)	protein_coding-promoter-TSS (YPL093W)	-82	YPL093W	YPL093W	YPL093W			NOG1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_335	VI	54993	55287	+	22	NA	promoter-TSS (YFL039C)	protein_coding-promoter-TSS (YFL039C)	-444	YFL039C	YFL039C	YFL039C			ACT1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_940	XVI	381363	381565	+	22	NA	promoter-TSS (YPL088W)	protein_coding-promoter-TSS (YPL088W)	-314	YPL089C	YPL089C	YPL089C			RLM1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_629	XII	390587	390792	+	22	NA	promoter-TSS (YLR121C)	protein_coding-promoter-TSS (YLR121C)	-419	YLR121C	YLR121C	YLR121C			YPS3			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_830	XV	127949	128375	+	22	NA	promoter-TSS (YOL101C)	protein_coding-promoter-TSS (YOL101C)	-242	YOL101C	YOL101C	YOL101C			IZH4			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_383	VII	370932	371614	+	22	NA	promoter-TSS (YGL071W)	protein_coding-promoter-TSS (YGL071W)	89	YGL072C	YGL072C	YGL072C			YGL072C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_802	XIV	568089	568389	+	22	NA	TTS (YNL035C)	protein_coding-TTS (YNL035C)	124	tP(UGG)N2	tP(UGG)N2	tP(UGG)N2			tP(UGG)N2			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_219	IV	1454544	1454801	+	22	NA	promoter-TSS (YDR502C)	protein_coding-promoter-TSS (YDR502C)	-208	YDR502C	YDR502C	YDR502C			SAM2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_438	VII	974362	974669	+	22	NA	promoter-TSS (YGR240C)	protein_coding-promoter-TSS (YGR240C)	262	YGR240C-A	YGR240C-A	YGR240C-A			YGR240C-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_708	XIII	296753	297068	+	22	NA	promoter-TSS (YMR013C)	protein_coding-promoter-TSS (YMR013C)	-172	YMR013C	YMR013C	YMR013C			SEC59			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_366	VII	165915	166341	+	22	NA	Intergenic	Intergenic	-1037	YGL179C	YGL179C	YGL179C			TOS3			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_922	XVI	172849	173083	+	22	NA	promoter-TSS (YPL198W)	protein_coding-promoter-TSS (YPL198W)	-186	YPL198W	YPL198W	YPL198W			RPL7B			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_164	IV	722498	722946	+	22	NA	TTS (YDR135C)	protein_coding-TTS (YDR135C)	-1241	YDR134C	YDR134C	YDR134C			YDR134C			pseudogene
OSMOTIC_STRESS_T100_SE_REP1_peak_466	VIII	189934	190487	+	22	NA	promoter-TSS (YHR041C)	protein_coding-promoter-TSS (YHR041C)	-333	YHR042W	YHR042W	YHR042W			NCP1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_528	X	585375	585582	+	22	NA	promoter-TSS (YJR085C)	protein_coding-promoter-TSS (YJR085C)	-41	YJR085C	YJR085C	YJR085C			YJR085C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_97	III	163263	164257	+	22	NA	promoter-TSS (YCR024C-A)	protein_coding-promoter-TSS (YCR024C-A)	96	YCR025C	YCR025C	YCR025C			YCR025C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_822	XV	61072	61319	+	22	NA	promoter-TSS (YOL139C)	protein_coding-promoter-TSS (YOL139C)	-171	YOL139C	YOL139C	YOL139C			CDC33			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_776	XIV	233862	234091	+	22	NA	promoter-TSS (YNL220W)	protein_coding-promoter-TSS (YNL220W)	-281	YNL221C	YNL221C	YNL221C			POP1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_552	XI	80476	80879	+	22	NA	promoter-TSS (YKL191W)	protein_coding-promoter-TSS (YKL191W)	-140	YKL192C	YKL192C	YKL192C			ACP1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_131	IV	234189	234676	+	22	NA	promoter-TSS (YDL127W)	protein_coding-promoter-TSS (YDL127W)	-495	YDL127W	YDL127W	YDL127W			PCL2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_408	VII	654077	654352	+	22	NA	promoter-TSS (YGR088W)	protein_coding-promoter-TSS (YGR088W)	-420	YGR088W	YGR088W	YGR088W			CTT1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_703	XIII	258860	259248	+	22	NA	promoter-TSS (YML006C)	protein_coding-promoter-TSS (YML006C)	185	tS(AGA)M	tS(AGA)M	tS(AGA)M			tS(AGA)M			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_578	XI	379407	379704	+	22	NA	promoter-TSS (tV(AAC)K2)	tRNA-promoter-TSS (tV(AAC)K2)	-125	tV(AAC)K2	tV(AAC)K2	tV(AAC)K2			tV(AAC)K2			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_632	XII	440004	440203	+	22	NA	promoter-TSS (YLR149C)	protein_coding-promoter-TSS (YLR149C)	-280	YLR149C	YLR149C	YLR149C			YLR149C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_659	XII	784286	784592	+	22	NA	promoter-TSS (YLR328W)	protein_coding-promoter-TSS (YLR328W)	85	tS(GCU)L	tS(GCU)L	tS(GCU)L			tS(GCU)L			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_948	XVI	463946	464145	+	22	NA	promoter-TSS (YPL048W)	protein_coding-promoter-TSS (YPL048W)	-206	YPL049C	YPL049C	YPL049C			DIG1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_965	XVI	731941	732180	+	22	NA	promoter-TSS (YPR102C)	protein_coding-promoter-TSS (YPR102C)	-289	YPR103W	YPR103W	YPR103W			PRE2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_639	XII	514872	515127	+	22	NA	promoter-TSS (YLR179C)	protein_coding-promoter-TSS (YLR179C)	-263	YLR180W	YLR180W	YLR180W			SAM1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_848	XV	377768	378105	+	21	NA	promoter-TSS (YOR023C)	protein_coding-promoter-TSS (YOR023C)	89	YOR024W	YOR024W	YOR024W			YOR024W			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_915	XVI	88167	88457	+	21	NA	promoter-TSS (YPL243W)	protein_coding-promoter-TSS (YPL243W)	-205	YPL243W	YPL243W	YPL243W			SRP68			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_729	XIII	504850	505049	+	21	NA	promoter-TSS (YMR119W)	protein_coding-promoter-TSS (YMR119W)	54	tL(CAA)M	tL(CAA)M	tL(CAA)M			tL(CAA)M			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_330	V	551073	551431	+	21	NA	promoter-TSS (YER180C)	protein_coding-promoter-TSS (YER180C)	106	tI(AAU)E2	tI(AAU)E2	tI(AAU)E2			tI(AAU)E2			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_3	I	32837	33285	+	21	NA	promoter-TSS (YAL061W)	protein_coding-promoter-TSS (YAL061W)	-387	YAL061W	YAL061W	YAL061W			BDH2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_103	III	236490	237113	+	21	NA	promoter-TSS (YCR067C)	protein_coding-promoter-TSS (YCR067C)	-413	YCR068W	YCR068W	YCR068W			ATG15			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_522	X	466224	466539	+	21	NA	promoter-TSS (YJR016C)	protein_coding-promoter-TSS (YJR016C)	-173	YJR016C	YJR016C	YJR016C			ILV3			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_191	IV	1080385	1081041	+	21	NA	promoter-TSS (YDR309C)	protein_coding-promoter-TSS (YDR309C)	-514	YDR309C	YDR309C	YDR309C			GIC2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_842	XV	274457	274893	+	21	NA	promoter-TSS (YOL025W)	protein_coding-promoter-TSS (YOL025W)	2	tS(GCU)O	tS(GCU)O	tS(GCU)O			tS(GCU)O			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_2	I	20904	21103	+	21	NA	promoter-TSS (YAL064W)	protein_coding-promoter-TSS (YAL064W)	-563	YAL064W	YAL064W	YAL064W			YAL064W			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_304	V	343118	343523	+	21	NA	promoter-TSS (YER091C-A)	protein_coding-promoter-TSS (YER091C-A)	465	YER092W	YER092W	YER092W			IES5			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_892	XV	903902	904470	+	21	NA	promoter-TSS (YOR314W-A)	protein_coding-promoter-TSS (YOR314W-A)	-272	YOR314W-A	YOR314W-A	YOR314W-A			YOR314W-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_321	V	474032	474345	+	21	NA	promoter-TSS (YER152C)	protein_coding-promoter-TSS (YER152C)	-200	YER152C	YER152C	YER152C			YER152C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_524	X	521709	521917	+	21	NA	promoter-TSS (YJR045C)	protein_coding-promoter-TSS (YJR045C)	-211	YJR045C	YJR045C	YJR045C			SSC1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_442	VII	1026055	1026286	+	21	NA	promoter-TSS (YGR267C)	protein_coding-promoter-TSS (YGR267C)	-435	YGR267C	YGR267C	YGR267C			FOL2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_847	XV	347310	347509	+	21	NA	promoter-TSS (YOR010C)	protein_coding-promoter-TSS (YOR010C)	-459	YOR010C	YOR010C	YOR010C			TIR2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_543	X	705309	705508	+	21	NA	promoter-TSS (YJR148W)	protein_coding-promoter-TSS (YJR148W)	-336	YJR148W	YJR148W	YJR148W			BAT2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_470	VIII	272336	272890	+	21	NA	promoter-TSS (YHR083W)	protein_coding-promoter-TSS (YHR083W)	-14	YHR083W	YHR083W	YHR083W			SAM35			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_431	VII	894223	894422	+	21	NA	promoter-TSS (YGR197C)	protein_coding-promoter-TSS (YGR197C)	-182	YGR197C	YGR197C	YGR197C			SNG1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_412	VII	702882	703225	+	21	NA	promoter-TSS (YGR108W)	protein_coding-promoter-TSS (YGR108W)	386	YGR107W	YGR107W	YGR107W			YGR107W			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_953	XVI	581472	581671	+	21	NA	promoter-TSS (YPR010C)	protein_coding-promoter-TSS (YPR010C)	-375	YPR010C	YPR010C	YPR010C			RPA135			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_262	IX	384201	384517	+	21	NA	promoter-TSS (YIR017C)	protein_coding-promoter-TSS (YIR017C)	-240	YIR017C	YIR017C	YIR017C			MET28			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_494	X	83101	83657	+	21	NA	promoter-TSS (YJL183W)	protein_coding-promoter-TSS (YJL183W)	-69	YJL184W	YJL184W	YJL184W			GON7			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_838	XV	234316	234574	+	21	NA	promoter-TSS (YOL051W)	protein_coding-promoter-TSS (YOL051W)	99	snR81	snR81	snR81			snR81			snoRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_254	IX	325571	326042	+	21	NA	promoter-TSS (YIL014C-A)	protein_coding-promoter-TSS (YIL014C-A)	58	tT(AGU)I2	tT(AGU)I2	tT(AGU)I2			tT(AGU)I2			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_469	VIII	267135	267334	+	21	NA	promoter-TSS (YHR080C)	protein_coding-promoter-TSS (YHR080C)	-304	YHR081W	YHR081W	YHR081W			LRP1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_980	XVI	870069	870343	+	21	NA	promoter-TSS (YPR163C)	protein_coding-promoter-TSS (YPR163C)	-251	YPR163C	YPR163C	YPR163C			TIF3			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_643	XII	586009	586253	+	21	NA	promoter-TSS (YLR223C)	protein_coding-promoter-TSS (YLR223C)	-333	YLR224W	YLR224W	YLR224W			YLR224W			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_37	II	197360	197559	+	21	NA	promoter-TSS (tI(AAU)B)	tRNA-promoter-TSS (tI(AAU)B)	-35	tI(AAU)B	tI(AAU)B	tI(AAU)B			tI(AAU)B			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_866	XV	586378	586577	+	21	NA	promoter-TSS (YOR138C)	protein_coding-promoter-TSS (YOR138C)	-153	YOR138C	YOR138C	YOR138C			RUP1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_741	XIII	701177	701376	+	21	NA	promoter-TSS (YMR216C)	protein_coding-promoter-TSS (YMR216C)	-237	YMR216C	YMR216C	YMR216C			SKY1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_52	II	392040	392853	+	21	NA	promoter-TSS (YBR076C-A)	protein_coding-promoter-TSS (YBR076C-A)	-153	YBR077C	YBR077C	YBR077C			SLM4			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_275	V	100147	100346	+	21	NA	promoter-TSS (YEL027W)	protein_coding-promoter-TSS (YEL027W)	113	tM(CAU)E	tM(CAU)E	tM(CAU)E			IMT4			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_951	XVI	520105	520708	+	21	NA	promoter-TSS (YPL016W)	protein_coding-promoter-TSS (YPL016W)	-173	YPL017C	YPL017C	YPL017C			IRC15			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_604	XI	618801	619043	+	21	NA	promoter-TSS (YKR094C)	protein_coding-promoter-TSS (YKR094C)	-172	YKR094C	YKR094C	YKR094C			RPL40B			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_612	XII	65304	65640	+	21	NA	promoter-TSS (YLL039C)	protein_coding-promoter-TSS (YLL039C)	-265	YLL039C	YLL039C	YLL039C			UBI4			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_716	XIII	372251	372592	+	21	NA	promoter-TSS (tV(AAC)M1)	tRNA-promoter-TSS (tV(AAC)M1)	97	tV(AAC)M1	tV(AAC)M1	tV(AAC)M1			tV(AAC)M1			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_487	VIII	540841	541040	+	21	NA	promoter-TSS (YHR214W)	protein_coding-promoter-TSS (YHR214W)	140	YHR213W-B	YHR213W-B	YHR213W-B			YHR213W-B			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_875	XV	689409	689608	+	21	NA	promoter-TSS (YOR189W)	protein_coding-promoter-TSS (YOR189W)	-116	YOR189W	YOR189W	YOR189W			IES4			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_93	III	122634	122938	+	20	NA	promoter-TSS (YCR005C)	protein_coding-promoter-TSS (YCR005C)	217	YCR006C	YCR006C	YCR006C			YCR006C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_181	IV	955176	955483	+	20	NA	promoter-TSS (YDR247W)	protein_coding-promoter-TSS (YDR247W)	196	YDR246W-A	YDR246W-A	YDR246W-A			YDR246W-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_849	XV	384741	385053	+	20	NA	promoter-TSS (YOR028C)	protein_coding-promoter-TSS (YOR028C)	297	YOR029W	YOR029W	YOR029W			YOR029W			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_127	IV	221923	222187	+	20	NA	promoter-TSS (YDL133C-A)	protein_coding-promoter-TSS (YDL133C-A)	-254	YDL133C-A	YDL133C-A	YDL133C-A			RPL41B			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_952	XVI	572248	572552	+	20	NA	promoter-TSS (YPR008W)	protein_coding-promoter-TSS (YPR008W)	131	tG(GCC)P1	tG(GCC)P1	tG(GCC)P1			tG(GCC)P1			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_45	II	326628	326827	+	20	NA	promoter-TSS (YBR044C)	protein_coding-promoter-TSS (YBR044C)	138	tV(UAC)B	tV(UAC)B	tV(UAC)B			tV(UAC)B			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_856	XV	464472	464692	+	20	NA	promoter-TSS (YOR073W)	protein_coding-promoter-TSS (YOR073W)	113	YOR072W-B	YOR072W-B	YOR072W-B			YOR072W-B			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_932	XVI	308308	308507	+	20	NA	promoter-TSS (YPL128C)	protein_coding-promoter-TSS (YPL128C)	-186	YPL128C	YPL128C	YPL128C			TBF1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_248	IX	258390	258739	+	20	NA	promoter-TSS (YIL050W)	protein_coding-promoter-TSS (YIL050W)	-284	YIL051C	YIL051C	YIL051C			MMF1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_683	XIII	25976	26346	+	20	NA	promoter-TSS (YML121W)	protein_coding-promoter-TSS (YML121W)	257	YML122C	YML122C	YML122C			YML122C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_618	XII	198089	198291	+	20	NA	promoter-TSS (YLR027C)	protein_coding-promoter-TSS (YLR027C)	-105	YLR027C	YLR027C	YLR027C			AAT2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_88	III	30501	30700	+	20	NA	promoter-TSS (YCL054W)	protein_coding-promoter-TSS (YCL054W)	-849	YCL054W	YCL054W	YCL054W			SPB1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_298	V	303384	303820	+	20	NA	promoter-TSS (YER073W)	protein_coding-promoter-TSS (YER073W)	-428	YER073W	YER073W	YER073W			ALD5			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_406	VII	640488	640800	+	20	NA	promoter-TSS (YGR078C)	protein_coding-promoter-TSS (YGR078C)	-76	YGR079W	YGR079W	YGR079W			YGR079W			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_558	XI	146894	147163	+	20	NA	promoter-TSS (YKL162C-A)	protein_coding-promoter-TSS (YKL162C-A)	-954	YKL162C-A	YKL162C-A	YKL162C-A			YKL162C-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_128	IV	227026	227272	+	20	NA	promoter-TSS (YDL131W)	protein_coding-promoter-TSS (YDL131W)	-244	YDL131W	YDL131W	YDL131W			LYS21			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_520	X	454793	455204	+	20	NA	promoter-TSS (YJR009C)	protein_coding-promoter-TSS (YJR009C)	-317	YJR009C	YJR009C	YJR009C			TDH2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_234	IX	131847	132125	+	20	NA	promoter-TSS (YIL121W)	protein_coding-promoter-TSS (YIL121W)	-258	YIL121W	YIL121W	YIL121W			QDR2			protein_coding
