PeakID (cmd=annotatePeaks.pl OSMOTIC_STRESS_T0_PE_REP2_peaks.broadPeak genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
OSMOTIC_STRESS_T0_PE_REP2_peak_125	IV	1240129	1240364	+	13	NA	TTS (YDR382W)	protein_coding-TTS (YDR382W)	430	YDR383C	YDR383C	YDR383C			NKP1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_71	III	224936	225433	+	13	NA	promoter-TSS (YCR059C)	protein_coding-promoter-TSS (YCR059C)	-379	YCR061W	YCR061W	YCR061W			YCR061W			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_232	VII	200092	200333	+	13	NA	promoter-TSS (YGL160W)	protein_coding-promoter-TSS (YGL160W)	-70	YGL161C	YGL161C	YGL161C			YIP5			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_84	IV	227029	227361	+	13	NA	promoter-TSS (YDL131W)	protein_coding-promoter-TSS (YDL131W)	-198	YDL131W	YDL131W	YDL131W			LYS21			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_348	XI	38353	38993	+	13	NA	promoter-TSS (YKL210W)	protein_coding-promoter-TSS (YKL210W)	-138	snR64	snR64	snR64			snR64			snoRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_621	XVI	702171	702369	+	13	NA	TTS (YPR080W)	protein_coding-TTS (YPR080W)	1676	YPR080W	YPR080W	YPR080W			TEF1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_397	XII	108072	108629	+	13	NA	promoter-TSS (YLL019C)	protein_coding-promoter-TSS (YLL019C)	-451	YLL019C	YLL019C	YLL019C			KNS1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_268	VII	848813	849527	+	12	NA	promoter-TSS (YGR175C)	protein_coding-promoter-TSS (YGR175C)	450	YGR176W	YGR176W	YGR176W			YGR176W			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_149	IX	215011	216611	+	12	NA	promoter-TSS (YIL076W)	protein_coding-promoter-TSS (YIL076W)	142	YIL077C	YIL077C	YIL077C			YIL077C			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_236	VII	311613	312396	+	12	NA	promoter-TSS (YGL101W)	protein_coding-promoter-TSS (YGL101W)	-71	YGL102C	YGL102C	YGL102C			YGL102C			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_247	VII	525527	525795	+	12	NA	promoter-TSS (YGR018C)	protein_coding-promoter-TSS (YGR018C)	432	YGR019W	YGR019W	YGR019W			UGA1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_527	XIV	663698	664199	+	12	NA	promoter-TSS (YNR018W)	protein_coding-promoter-TSS (YNR018W)	-322	YNR018W	YNR018W	YNR018W			RCF2			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_515	XIV	507398	507704	+	12	NA	promoter-TSS (YNL063W)	protein_coding-promoter-TSS (YNL063W)	-207	YNL063W	YNL063W	YNL063W			MTQ1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_335	X	465744	466256	+	12	NA	promoter-TSS (YJR018W)	protein_coding-promoter-TSS (YJR018W)	208	YJR016C	YJR016C	YJR016C			ILV3			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_611	XVI	453404	453749	+	12	NA	promoter-TSS (YPL057C)	protein_coding-promoter-TSS (YPL057C)	159	YPL056C	YPL056C	YPL056C			LCL1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_8	I	138568	139183	+	12	NA	promoter-TSS (YAL007C)	protein_coding-promoter-TSS (YAL007C)	-277	tP(UGG)A	tP(UGG)A	tP(UGG)A			TRN1			tRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_179	V	225301	225593	+	12	NA	promoter-TSS (YER036C)	protein_coding-promoter-TSS (YER036C)	-248	YER036C	YER036C	YER036C			ARB1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_415	XII	498355	498773	+	12	NA	promoter-TSS (YLR166C)	protein_coding-promoter-TSS (YLR166C)	-383	YLR167W	YLR167W	YLR167W			RPS31			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_45	II	474115	474478	+	12	NA	promoter-TSS (YBR115C)	protein_coding-promoter-TSS (YBR115C)	-370	YBR115C	YBR115C	YBR115C			LYS2			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_599	XVI	118089	118382	+	12	NA	promoter-TSS (YPL228W)	protein_coding-promoter-TSS (YPL228W)	-147	YPL228W	YPL228W	YPL228W			CET1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_510	XIV	415613	416621	+	12	NA	TTS (YNL111C)	protein_coding-TTS (YNL111C)	1185	YNL111C	YNL111C	YNL111C			CYB5			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_37	II	373669	374416	+	12	NA	exon (YBR068C, exon 1 of 1)	protein_coding-exon (YBR068C, exon 1 of 1)	-1307	YBR067C	YBR067C	YBR067C			TIP1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_401	XII	232244	232731	+	12	NA	promoter-TSS (YLR043C)	protein_coding-promoter-TSS (YLR043C)	-474	YLR043C	YLR043C	YLR043C			TRX1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_354	XI	106766	106980	+	11	NA	promoter-TSS (YKL181W)	protein_coding-promoter-TSS (YKL181W)	-443	YKL181W	YKL181W	YKL181W			PRS1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_632	XVI	860406	860697	+	11	NA	promoter-TSS (YPR159C-A)	protein_coding-promoter-TSS (YPR159C-A)	-136	YPR159C-A	YPR159C-A	YPR159C-A			YPR159C-A			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_386	XI	581303	582053	+	11	NA	promoter-TSS (YKR075C)	protein_coding-promoter-TSS (YKR075C)	-605	YKR076W	YKR076W	YKR076W			ECM4			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_417	XII	543380	543764	+	11	NA	promoter-TSS (YLR195C)	protein_coding-promoter-TSS (YLR195C)	-268	YLR195C	YLR195C	YLR195C			NMT1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_350	XI	74048	74789	+	10	NA	promoter-TSS (YKL197C)	protein_coding-promoter-TSS (YKL197C)	-206	tN(GUU)K	tN(GUU)K	tN(GUU)K			tN(GUU)K			tRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_319	X	136152	137214	+	10	NA	promoter-TSS (YJL149W)	protein_coding-promoter-TSS (YJL149W)	90	YJL151C	YJL151C	YJL151C			SNA3			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_32	II	234944	236468	+	10	NA	promoter-TSS (YBL002W)	protein_coding-promoter-TSS (YBL002W)	86	YBL003C	YBL003C	YBL003C			HTA2			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_79	IV	45196	46063	+	10	NA	TTS (YDL227C)	protein_coding-TTS (YDL227C)	289	YDL228C	YDL228C	YDL228C			YDL228C			protein_coding
