PeakID (cmd=annotatePeaks.pl OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peaks.broadPeak genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_295	VII	667827	668026	+	19	NA	promoter-TSS (YGR092W)	protein_coding-promoter-TSS (YGR092W)	-263	YGR092W	YGR092W	YGR092W			DBF2			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_512	XIII	195826	196331	+	19	NA	promoter-TSS (YML039W)	protein_coding-promoter-TSS (YML039W)	92	tP(UGG)M	tP(UGG)M	tP(UGG)M			SUF7			tRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_611	XV	274097	274893	+	19	NA	promoter-TSS (YOL025W)	protein_coding-promoter-TSS (YOL025W)	-142	YOL026C	YOL026C	YOL026C			MIM1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_105	IV	521092	521291	+	19	NA	promoter-TSS (YDR034C-A)	protein_coding-promoter-TSS (YDR034C-A)	-123	YDR034W-B	YDR034W-B	YDR034W-B			YDR034W-B			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_546	XIII	904484	904695	+	19	NA	promoter-TSS (YMR316W)	protein_coding-promoter-TSS (YMR316W)	-236	YMR316W	YMR316W	YMR316W			DIA1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_256	VII	74367	74631	+	19	NA	promoter-TSS (tV(AAC)G3)	tRNA-promoter-TSS (tV(AAC)G3)	-597	tV(AAC)G3	tV(AAC)G3	tV(AAC)G3			tV(AAC)G3			tRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_421	XI	308056	309076	+	19	NA	promoter-TSS (YKL068W-A)	protein_coding-promoter-TSS (YKL068W-A)	-349	tV(AAC)K1	tV(AAC)K1	tV(AAC)K1			tV(AAC)K1			tRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_95	IV	341195	341587	+	19	NA	promoter-TSS (YDL060W)	protein_coding-promoter-TSS (YDL060W)	-228	YDL060W	YDL060W	YDL060W			TSR1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_463	XII	449528	449839	+	19	NA	promoter-TSS (tQ(UUG)L)	tRNA-promoter-TSS (tQ(UUG)L)	-962	tQ(UUG)L	tQ(UUG)L	tQ(UUG)L			tQ(UUG)L			tRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_244	VI	212967	213166	+	18	NA	promoter-TSS (YFR030W)	protein_coding-promoter-TSS (YFR030W)	-246	YFR030W	YFR030W	YFR030W			MET10			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_124	IV	909562	909792	+	18	NA	promoter-TSS (YDR222W)	protein_coding-promoter-TSS (YDR222W)	-377	YDR222W	YDR222W	YDR222W			YDR222W			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_407	XI	143316	143515	+	18	NA	promoter-TSS (YKL163W)	protein_coding-promoter-TSS (YKL163W)	-596	YKL164C	YKL164C	YKL164C			PIR1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_112	IV	575843	576042	+	18	NA	promoter-TSS (YDR062W)	protein_coding-promoter-TSS (YDR062W)	-532	YDR062W	YDR062W	YDR062W			LCB2			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_331	VIII	55352	56240	+	18	NA	promoter-TSS (YHL024W)	protein_coding-promoter-TSS (YHL024W)	-853	YHL024W	YHL024W	YHL024W			RIM4			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_282	VII	525596	525795	+	18	NA	exon (YGR019W, exon 1 of 1)	protein_coding-exon (YGR019W, exon 1 of 1)	466	YGR019W	YGR019W	YGR019W			UGA1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_132	IV	1174906	1175105	+	18	NA	promoter-TSS (YDR349C)	protein_coding-promoter-TSS (YDR349C)	-824	tM(CAU)D	tM(CAU)D	tM(CAU)D			EMT1			tRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_496	XII	950018	950986	+	18	NA	promoter-TSS (YLR412C-A)	protein_coding-promoter-TSS (YLR412C-A)	-29	YLR412C-A	YLR412C-A	YLR412C-A			YLR412C-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_383	X	525791	526137	+	18	NA	promoter-TSS (YJR047C)	protein_coding-promoter-TSS (YJR047C)	-371	YJR048W	YJR048W	YJR048W			CYC1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_264	VII	190859	191058	+	18	NA	promoter-TSS (YGL166W)	protein_coding-promoter-TSS (YGL166W)	-171	YGL166W	YGL166W	YGL166W			CUP2			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_650	XV	908854	909062	+	18	NA	promoter-TSS (YOR317W)	protein_coding-promoter-TSS (YOR317W)	-385	YOR317W	YOR317W	YOR317W			FAA1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_520	XIII	302785	303165	+	18	NA	promoter-TSS (YMR015C)	protein_coding-promoter-TSS (YMR015C)	-490	YMR015C	YMR015C	YMR015C			ERG5			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_424	XI	340775	340978	+	18	NA	promoter-TSS (YKL051W)	protein_coding-promoter-TSS (YKL051W)	-330	YKL052C	YKL052C	YKL052C			ASK1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_235	VI	74788	74987	+	18	NA	promoter-TSS (YFL031W)	protein_coding-promoter-TSS (YFL031W)	15	YFL032W	YFL032W	YFL032W			YFL032W			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_449	XII	130910	131204	+	18	NA	promoter-TSS (YLL008W)	protein_coding-promoter-TSS (YLL008W)	357	YLL009C	YLL009C	YLL009C			COX17			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_445	XII	36708	36943	+	18	NA	promoter-TSS (YLL052C)	protein_coding-promoter-TSS (YLL052C)	-464	YLL052C	YLL052C	YLL052C			AQY2			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_470	XII	566380	566780	+	18	NA	promoter-TSS (YLR212C)	protein_coding-promoter-TSS (YLR212C)	-299	YLR212C	YLR212C	YLR212C			TUB4			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_32	II	341637	341836	+	18	NA	promoter-TSS (YBR053C)	protein_coding-promoter-TSS (YBR053C)	-985	YBR053C	YBR053C	YBR053C			YBR053C			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_597	XV	69064	69402	+	18	NA	promoter-TSS (YOL136C)	protein_coding-promoter-TSS (YOL136C)	-479	YOL136C	YOL136C	YOL136C			PFK27			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_544	XIII	872613	872812	+	18	NA	promoter-TSS (YMR302C)	protein_coding-promoter-TSS (YMR302C)	-87	YMR302C	YMR302C	YMR302C			YME2			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_67	III	58836	59035	+	18	NA	promoter-TSS (YCL036W)	protein_coding-promoter-TSS (YCL036W)	-91	YCL036W	YCL036W	YCL036W			GFD2			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_151	IV	1507351	1507598	+	18	NA	promoter-TSS (YDR535C)	protein_coding-promoter-TSS (YDR535C)	-112	YDR535C	YDR535C	YDR535C			YDR535C			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_700	XVI	695232	695498	+	17	NA	promoter-TSS (YPR074C)	protein_coding-promoter-TSS (YPR074C)	347	YPR074W-A	YPR074W-A	YPR074W-A			YPR074W-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_481	XII	784347	784595	+	17	NA	promoter-TSS (YLR328W)	protein_coding-promoter-TSS (YLR328W)	117	tS(GCU)L	tS(GCU)L	tS(GCU)L			tS(GCU)L			tRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_608	XV	234199	234614	+	17	NA	promoter-TSS (YOL051W)	protein_coding-promoter-TSS (YOL051W)	60	snR81	snR81	snR81			snR81			snoRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_324	VII	1052395	1052594	+	17	NA	promoter-TSS (YGR280C)	protein_coding-promoter-TSS (YGR280C)	-330	YGR281W	YGR281W	YGR281W			YOR1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_574	XIV	547292	547808	+	17	NA	promoter-TSS (YNL042W)	protein_coding-promoter-TSS (YNL042W)	437	YNL042W-B	YNL042W-B	YNL042W-B			YNL042W-B			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_712	XVI	840265	840962	+	17	NA	promoter-TSS (YPR156C)	protein_coding-promoter-TSS (YPR156C)	-653	YPR157W	YPR157W	YPR157W			TDA6			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_446	XII	48733	49090	+	17	NA	promoter-TSS (YLL045C)	protein_coding-promoter-TSS (YLL045C)	-282	YLL045C	YLL045C	YLL045C			RPL8B			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_59	II	702202	702470	+	17	NA	promoter-TSS (YBR240C)	protein_coding-promoter-TSS (YBR240C)	-494	YBR240C	YBR240C	YBR240C			THI2			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_28	II	235942	236494	+	17	NA	promoter-TSS (YBL002W)	protein_coding-promoter-TSS (YBL002W)	-274	YBL002W	YBL002W	YBL002W			HTB2			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_179	IX	388330	388732	+	17	NA	Intergenic	Intergenic	-2830	YIR018C-A	YIR018C-A	YIR018C-A			YIR018C-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_85	IV	20022	20363	+	17	NA	promoter-TSS (YDL241W)	protein_coding-promoter-TSS (YDL241W)	-443	YDL241W	YDL241W	YDL241W			YDL241W			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_506	XIII	101421	101678	+	17	NA	promoter-TSS (YML082W)	protein_coding-promoter-TSS (YML082W)	-313	YML082W	YML082W	YML082W			YML082W			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_427	XI	385094	385431	+	17	NA	promoter-TSS (YKL028W)	protein_coding-promoter-TSS (YKL028W)	-496	YKL028W	YKL028W	YKL028W			TFA1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_485	XII	818740	818962	+	17	NA	promoter-TSS (YLR344W)	protein_coding-promoter-TSS (YLR344W)	242	tR(CCG)L	tR(CCG)L	tR(CCG)L			TRR4			tRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_552	XIV	68466	68665	+	17	NA	promoter-TSS (YNL298W)	protein_coding-promoter-TSS (YNL298W)	-350	YNL298W	YNL298W	YNL298W			CLA4			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_384	X	545308	545602	+	17	NA	promoter-TSS (YJR058C)	protein_coding-promoter-TSS (YJR058C)	-280	YJR058C	YJR058C	YJR058C			APS2			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_385	X	578282	578481	+	17	NA	promoter-TSS (YJR077C)	protein_coding-promoter-TSS (YJR077C)	-191	YJR077C	YJR077C	YJR077C			MIR1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_557	XIV	116491	116975	+	17	NA	promoter-TSS (YNL277W)	protein_coding-promoter-TSS (YNL277W)	54	YNL277W-A	YNL277W-A	YNL277W-A			YNL277W-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_621	XV	472455	472654	+	17	NA	promoter-TSS (YOR076C)	protein_coding-promoter-TSS (YOR076C)	-171	YOR078W	YOR078W	YOR078W			BUD21			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_134	IV	1251428	1251971	+	17	NA	promoter-TSS (YDR389W)	protein_coding-promoter-TSS (YDR389W)	-838	YDR389W	YDR389W	YDR389W			SAC7			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_336	VIII	143687	143886	+	17	NA	promoter-TSS (YHR019C)	protein_coding-promoter-TSS (YHR019C)	-210	YHR020W	YHR020W	YHR020W			YHR020W			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_702	XVI	729646	729845	+	17	NA	promoter-TSS (YPR098C)	protein_coding-promoter-TSS (YPR098C)	-46	YPR100W	YPR100W	YPR100W			MRPL51			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_149	IV	1493218	1493444	+	16	NA	promoter-TSS (snR84)	snoRNA-promoter-TSS (snR84)	-305	snR84	snR84	snR84			snR84			snoRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_322	VII	1026764	1026995	+	16	NA	promoter-TSS (YGR268C)	protein_coding-promoter-TSS (YGR268C)	-226	YGR268C	YGR268C	YGR268C			HUA1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_157	IX	117787	117986	+	16	NA	promoter-TSS (YIL126W)	protein_coding-promoter-TSS (YIL126W)	-106	YIL126W	YIL126W	YIL126W			STH1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_325	VII	1072617	1073010	+	16	NA	Intergenic	Intergenic	2520	YGR288W	YGR288W	YGR288W			MAL13			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_607	XV	218734	218937	+	16	NA	promoter-TSS (YOL058W)	protein_coding-promoter-TSS (YOL058W)	-376	YOL058W	YOL058W	YOL058W			ARG1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_226	V	483003	483261	+	16	NA	promoter-TSS (YER155C)	protein_coding-promoter-TSS (YER155C)	-284	YER155C	YER155C	YER155C			BEM2			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_437	XI	581201	581402	+	16	NA	promoter-TSS (YKR075C)	protein_coding-promoter-TSS (YKR075C)	-551	YKR075C	YKR075C	YKR075C			YKR075C			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_657	XV	1003575	1003894	+	16	NA	promoter-TSS (YOR354C)	protein_coding-promoter-TSS (YOR354C)	-509	YOR354C	YOR354C	YOR354C			MSC6			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_162	IX	174962	175210	+	16	NA	promoter-TSS (YIL102C)	protein_coding-promoter-TSS (YIL102C)	55	tT(AGU)I1	tT(AGU)I1	tT(AGU)I1			tT(AGU)I1			tRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_79	III	236491	237055	+	16	NA	promoter-TSS (YCR067C)	protein_coding-promoter-TSS (YCR067C)	-441	YCR068W	YCR068W	YCR068W			ATG15			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_37	II	408505	408856	+	16	NA	promoter-TSS (YBR083W)	protein_coding-promoter-TSS (YBR083W)	-489	YBR083W	YBR083W	YBR083W			TEC1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_517	XIII	279965	280164	+	16	NA	promoter-TSS (YMR006C)	protein_coding-promoter-TSS (YMR006C)	104	YMR007W	YMR007W	YMR007W			YMR007W			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_90	IV	234208	234650	+	16	NA	promoter-TSS (YDL127W)	protein_coding-promoter-TSS (YDL127W)	-498	YDL127W	YDL127W	YDL127W			PCL2			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_641	XV	780497	780877	+	16	NA	promoter-TSS (YOR236W)	protein_coding-promoter-TSS (YOR236W)	-219	YOR236W	YOR236W	YOR236W			DFR1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_184	V	9755	9954	+	16	NA	Intergenic	Intergenic	-2301	YEL073C	YEL073C	YEL073C			YEL073C			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_346	VIII	368069	368268	+	16	NA	promoter-TSS (YHR131C)	protein_coding-promoter-TSS (YHR131C)	-276	YHR131C	YHR131C	YHR131C			YHR131C			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_242	VI	183753	184256	+	16	NA	promoter-TSS (YFR019W)	protein_coding-promoter-TSS (YFR019W)	218	YFR018C	YFR018C	YFR018C			YFR018C			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_101	IV	461347	461720	+	16	NA	promoter-TSS (YDR006C)	protein_coding-promoter-TSS (YDR006C)	-286	YDR006C	YDR006C	YDR006C			SOK1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_428	XI	408251	408600	+	16	NA	promoter-TSS (YKL015W)	protein_coding-promoter-TSS (YKL015W)	-119	YKL015W	YKL015W	YKL015W			PUT3			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_103	IV	489137	489419	+	16	NA	promoter-TSS (YDR022C)	protein_coding-promoter-TSS (YDR022C)	-230	YDR023W	YDR023W	YDR023W			SES1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_70	III	82392	82600	+	16	NA	promoter-TSS (YCL022C)	protein_coding-promoter-TSS (YCL022C)	37	tE(UUC)C	tE(UUC)C	tE(UUC)C			tE(UUC)C			tRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_447	XII	84105	84532	+	16	NA	promoter-TSS (YLL028W)	protein_coding-promoter-TSS (YLL028W)	-486	YLL028W	YLL028W	YLL028W			TPO1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_75	III	169828	170027	+	16	NA	TTS (YCR028C)	protein_coding-TTS (YCR028C)	-1555	tQ(UUG)C	tQ(UUG)C	tQ(UUG)C			tQ(UUG)C			tRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_594	XV	8626	8825	+	15	NA	promoter-TSS (YOL163W)	protein_coding-promoter-TSS (YOL163W)	-872	YOL163W	YOL163W	YOL163W			YOL163W			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_135	IV	1266991	1267264	+	15	NA	promoter-TSS (YDR397C)	protein_coding-promoter-TSS (YDR397C)	-229	YDR397C	YDR397C	YDR397C			NCB2			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_714	XVI	874908	875107	+	15	NA	promoter-TSS (YPR165W)	protein_coding-promoter-TSS (YPR165W)	-361	YPR165W	YPR165W	YPR165W			RHO1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_202	V	225293	225538	+	15	NA	promoter-TSS (YER036C)	protein_coding-promoter-TSS (YER036C)	-216	YER036C	YER036C	YER036C			ARB1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_342	VIII	280164	280450	+	15	NA	promoter-TSS (YHR086W-A)	protein_coding-promoter-TSS (YHR086W-A)	76	YHR086W-A	YHR086W-A	YHR086W-A			YHR086W-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_697	XVI	667327	667649	+	15	NA	promoter-TSS (YPR055W)	protein_coding-promoter-TSS (YPR055W)	-188	YPR055W	YPR055W	YPR055W			SEC8			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_410	XI	171438	171731	+	15	NA	promoter-TSS (YKL146W)	protein_coding-promoter-TSS (YKL146W)	-199	YKL146W	YKL146W	YKL146W			AVT3			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_434	XI	571087	571421	+	15	NA	promoter-TSS (YKR068C)	protein_coding-promoter-TSS (YKR068C)	-345	YKR068C	YKR068C	YKR068C			BET3			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_3	I	34478	34677	+	15	NA	promoter-TSS (YAL060W)	protein_coding-promoter-TSS (YAL060W)	-578	YAL060W	YAL060W	YAL060W			BDH1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_579	XIV	586838	587037	+	15	NA	promoter-TSS (YNL024C-A)	protein_coding-promoter-TSS (YNL024C-A)	-117	YNL024C-A	YNL024C-A	YNL024C-A			KSH1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_573	XIV	502787	503314	+	15	NA	promoter-TSS (YNL065W)	protein_coding-promoter-TSS (YNL065W)	-674	YNL065W	YNL065W	YNL065W			AQR1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_343	VIII	292818	294001	+	15	NA	promoter-TSS (YHR094C)	protein_coding-promoter-TSS (YHR094C)	466	YHR095W	YHR095W	YHR095W			YHR095W			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_99	IV	386501	387000	+	15	NA	TTS (YDL036C)	protein_coding-TTS (YDL036C)	-1163	YDL037C	YDL037C	YDL037C			BSC1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_680	XVI	411773	412168	+	15	NA	promoter-TSS (YPL075W)	protein_coding-promoter-TSS (YPL075W)	-284	YPL075W	YPL075W	YPL075W			GCR1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_18	II	101315	101804	+	15	NA	promoter-TSS (YBL063W)	protein_coding-promoter-TSS (YBL063W)	-327	YBL063W	YBL063W	YBL063W			KIP1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_345	VIII	316053	316252	+	15	NA	promoter-TSS (YHR101C)	protein_coding-promoter-TSS (YHR101C)	-184	YHR101C	YHR101C	YHR101C			BIG1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_30	II	255997	256267	+	15	NA	promoter-TSS (YBR009C)	protein_coding-promoter-TSS (YBR009C)	-199	YBR010W	YBR010W	YBR010W			HHT1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_253	VII	56135	56334	+	15	NA	promoter-TSS (YGL234W)	protein_coding-promoter-TSS (YGL234W)	-248	YGL234W	YGL234W	YGL234W			ADE5,7			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_398	XI	38550	39012	+	15	NA	promoter-TSS (YKL210W)	protein_coding-promoter-TSS (YKL210W)	-30	snR64	snR64	snR64			snR64			snoRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_511	XIII	183813	184012	+	15	NA	promoter-TSS (YML045W)	protein_coding-promoter-TSS (YML045W)	56	tG(GCC)M	tG(GCC)M	tG(GCC)M			tG(GCC)M			tRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_595	XV	21095	21829	+	15	NA	promoter-TSS (YOL158C)	protein_coding-promoter-TSS (YOL158C)	-151	YOL158C	YOL158C	YOL158C			ENB1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_699	XVI	689540	689874	+	15	NA	promoter-TSS (YPR072W)	protein_coding-promoter-TSS (YPR072W)	142	tS(UGA)P	tS(UGA)P	tS(UGA)P			SUP16			tRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_316	VII	974257	974866	+	15	NA	promoter-TSS (YGR240C)	protein_coding-promoter-TSS (YGR240C)	216	YGR240C-A	YGR240C-A	YGR240C-A			YGR240C-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_146	IV	1461674	1461873	+	15	NA	promoter-TSS (YDR506C)	protein_coding-promoter-TSS (YDR506C)	56	tL(CAA)D	tL(CAA)D	tL(CAA)D			tL(CAA)D			tRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_373	X	316547	316746	+	15	NA	promoter-TSS (YJL062W)	protein_coding-promoter-TSS (YJL062W)	-77	YJL062W-A	YJL062W-A	YJL062W-A			COA3			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_452	XII	233698	234827	+	15	NA	promoter-TSS (YLR044C)	protein_coding-promoter-TSS (YLR044C)	-181	YLR044C	YLR044C	YLR044C			PDC1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_64	III	24116	24581	+	15	NA	promoter-TSS (YCL057C-A)	protein_coding-promoter-TSS (YCL057C-A)	-23	YCL057C-A	YCL057C-A	YCL057C-A			MIC10			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_636	XV	683327	683835	+	15	NA	promoter-TSS (YOR186C-A)	protein_coding-promoter-TSS (YOR186C-A)	-43	YOR186C-A	YOR186C-A	YOR186C-A			YOR186C-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_684	XVI	453603	453802	+	15	NA	promoter-TSS (YPL056C)	protein_coding-promoter-TSS (YPL056C)	33	YPL056C	YPL056C	YPL056C			LCL1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_542	XIII	808129	808328	+	15	NA	promoter-TSS (YMR271C)	protein_coding-promoter-TSS (YMR271C)	89	tQ(CUG)M	tQ(CUG)M	tQ(CUG)M			CDC65			tRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_44	II	504502	504701	+	15	NA	promoter-TSS (YBR133C)	protein_coding-promoter-TSS (YBR133C)	-253	YBR135W	YBR135W	YBR135W			CKS1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_125	IV	914887	915253	+	14	NA	promoter-TSS (YDR224C)	protein_coding-promoter-TSS (YDR224C)	-358	YDR224C	YDR224C	YDR224C			HTB1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_535	XIII	652877	653685	+	14	NA	promoter-TSS (YMR194C-A)	protein_coding-promoter-TSS (YMR194C-A)	-145	YMR194C-A	YMR194C-A	YMR194C-A			YMR194C-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_311	VII	882483	883167	+	14	NA	TTS (YGR191W)	protein_coding-TTS (YGR191W)	985	YGR192C	YGR192C	YGR192C			TDH3			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_191	V	79093	79370	+	14	NA	TTS (YEL039C)	protein_coding-TTS (YEL039C)	746	YEL039C	YEL039C	YEL039C			CYC7			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_188	V	61107	61306	+	14	NA	promoter-TSS (YEL050C)	protein_coding-promoter-TSS (YEL050C)	-146	snR67	snR67	snR67			snR67			snoRNA
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_412	XI	216884	217255	+	14	NA	promoter-TSS (YKL120W)	protein_coding-promoter-TSS (YKL120W)	-275	YKL120W	YKL120W	YKL120W			OAC1			protein_coding
OSMOTIC_STRESS_T100_SE_REP2.mLb.clN_peak_255	VII	73753	73952	+	14	NA	promoter-TSS (YGL226C-A)	protein_coding-promoter-TSS (YGL226C-A)	50	tV(AAC)G3	tV(AAC)G3	tV(AAC)G3			tV(AAC)G3			tRNA
